Postcode,Postcode Status,LSOA Code,LSOA Name,Index of Multiple Deprivation Rank,Index of Multiple Deprivation Decile,Income Rank,Income Decile,Income Score,Employment Rank,Employment Decile,Employment Score,Education and Skills Rank,Education and Skills Decile,Health and Disability Rank,Health and Disability Decile,Crime Rank,Crime Decile,Barriers to Housing & Services Rank,Barriers to Housing & Services Decile,Living Environment Rank,Living Environment Decile,IDACI Rank,IDACI Decile,IDACI Score,IDAOPI Rank,IDAOPI Decile,IDAOPI Score
NW10 5NH,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 5NJ,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 5NW,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 5NX,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 5PH,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6AA,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6AB,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6AD,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6AE,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6AF,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6AG,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6AH,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6AJ,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6AL,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6AN,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6AP,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6AR,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6AS,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6AT,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6AU,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6AW,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6AX,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6AY,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6AZ,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6BA,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6BD,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6BE,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6BG,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6BH,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6BJ,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6BL,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6BN,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6BP,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6BQ,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6BR,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6BS,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6BT,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6BU,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6BW,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6BX,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6BY,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6BZ,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6DA,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6DQ,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6DT,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6DU,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6DW,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6DX,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6DZ,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6LR,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6PP,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6PY,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6QE,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6QR,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6QT,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6QU,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6QW,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6QX,Terminated,E01001874,Hammersmith and Fulham 001A E01001874,11438,4,12300,4,0.132,13551,5,0.094,20063,7,8274,3,21671,7,2284,1,9793,3,10666,4,0.191,4206,2,0.312
NW10 6QY,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6RA,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6RB,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6RD,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6RE,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6RF,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6RG,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6RH,Live,E01001874,Hammersmith and Fulham 001A E01001874,11438,4,12300,4,0.132,13551,5,0.094,20063,7,8274,3,21671,7,2284,1,9793,3,10666,4,0.191,4206,2,0.312
NW10 6RJ,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6RL,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6RN,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6RP,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6RQ,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6RR,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6RS,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6RT,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6RU,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6RX,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6RY,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6SA,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6SB,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6SF,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6SG,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6SH,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6UF,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6UG,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6UH,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6UJ,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6UL,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6UN,Live,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6UW,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6WE,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6WG,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6WJ,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6WN,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6WP,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6WR,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6WS,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6ZB,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6ZD,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6ZF,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6ZH,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6ZJ,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6ZL,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
NW10 6ZQ,Terminated,E01001877,Hammersmith and Fulham 001D E01001877,6532,2,6516,2,0.202,6699,3,0.149,22569,7,9633,3,6019,2,4438,2,3153,1,6124,2,0.264,4671,2,0.301
SW10 0AA,Live,E01001939,Hammersmith and Fulham 023C E01001939,13510,5,8930,3,0.168,13616,5,0.094,17490,6,22088,7,16419,5,7325,3,10727,4,3929,2,0.312,7838,3,0.234
SW10 0BD,Live,E01001939,Hammersmith and Fulham 023C E01001939,13510,5,8930,3,0.168,13616,5,0.094,17490,6,22088,7,16419,5,7325,3,10727,4,3929,2,0.312,7838,3,0.234
SW10 0BE,Live,E01001939,Hammersmith and Fulham 023C E01001939,13510,5,8930,3,0.168,13616,5,0.094,17490,6,22088,7,16419,5,7325,3,10727,4,3929,2,0.312,7838,3,0.234
SW10 0BF,Live,E01001939,Hammersmith and Fulham 023C E01001939,13510,5,8930,3,0.168,13616,5,0.094,17490,6,22088,7,16419,5,7325,3,10727,4,3929,2,0.312,7838,3,0.234
SW10 0DD,Live,E01001939,Hammersmith and Fulham 023C E01001939,13510,5,8930,3,0.168,13616,5,0.094,17490,6,22088,7,16419,5,7325,3,10727,4,3929,2,0.312,7838,3,0.234
SW10 0FA,Live,E01001939,Hammersmith and Fulham 023C E01001939,13510,5,8930,3,0.168,13616,5,0.094,17490,6,22088,7,16419,5,7325,3,10727,4,3929,2,0.312,7838,3,0.234
SW10 0HG,Live,E01001939,Hammersmith and Fulham 023C E01001939,13510,5,8930,3,0.168,13616,5,0.094,17490,6,22088,7,16419,5,7325,3,10727,4,3929,2,0.312,7838,3,0.234
SW10 0HQ,Live,E01001939,Hammersmith and Fulham 023C E01001939,13510,5,8930,3,0.168,13616,5,0.094,17490,6,22088,7,16419,5,7325,3,10727,4,3929,2,0.312,7838,3,0.234
SW10 0HW,Live,E01001939,Hammersmith and Fulham 023C E01001939,13510,5,8930,3,0.168,13616,5,0.094,17490,6,22088,7,16419,5,7325,3,10727,4,3929,2,0.312,7838,3,0.234
SW10 0JR,Live,E01001939,Hammersmith and Fulham 023C E01001939,13510,5,8930,3,0.168,13616,5,0.094,17490,6,22088,7,16419,5,7325,3,10727,4,3929,2,0.312,7838,3,0.234
SW10 0SY,Terminated,E01001920,Hammersmith and Fulham 020A E01001920,7494,3,6908,3,0.196,6218,2,0.154,25680,8,7919,3,7372,3,8141,3,4962,2,7704,3,0.236,3529,2,0.332
SW10 0UG,Live,E01001939,Hammersmith and Fulham 023C E01001939,13510,5,8930,3,0.168,13616,5,0.094,17490,6,22088,7,16419,5,7325,3,10727,4,3929,2,0.312,7838,3,0.234
SW10 0UP,Terminated,E01001939,Hammersmith and Fulham 023C E01001939,13510,5,8930,3,0.168,13616,5,0.094,17490,6,22088,7,16419,5,7325,3,10727,4,3929,2,0.312,7838,3,0.234
SW10 0UQ,Live,E01001939,Hammersmith and Fulham 023C E01001939,13510,5,8930,3,0.168,13616,5,0.094,17490,6,22088,7,16419,5,7325,3,10727,4,3929,2,0.312,7838,3,0.234
SW10 0UR,Terminated,E01001939,Hammersmith and Fulham 023C E01001939,13510,5,8930,3,0.168,13616,5,0.094,17490,6,22088,7,16419,5,7325,3,10727,4,3929,2,0.312,7838,3,0.234
SW10 0UU,Live,E01001939,Hammersmith and Fulham 023C E01001939,13510,5,8930,3,0.168,13616,5,0.094,17490,6,22088,7,16419,5,7325,3,10727,4,3929,2,0.312,7838,3,0.234
SW10 0UX,Live,E01001939,Hammersmith and Fulham 023C E01001939,13510,5,8930,3,0.168,13616,5,0.094,17490,6,22088,7,16419,5,7325,3,10727,4,3929,2,0.312,7838,3,0.234
SW10 0UY,Live,E01001939,Hammersmith and Fulham 023C E01001939,13510,5,8930,3,0.168,13616,5,0.094,17490,6,22088,7,16419,5,7325,3,10727,4,3929,2,0.312,7838,3,0.234
SW10 0UZ,Terminated,E01001939,Hammersmith and Fulham 023C E01001939,13510,5,8930,3,0.168,13616,5,0.094,17490,6,22088,7,16419,5,7325,3,10727,4,3929,2,0.312,7838,3,0.234
