Postcode,Postcode Status,LSOA Code,LSOA Name,Index of Multiple Deprivation Rank,Index of Multiple Deprivation Decile,Income Rank,Income Decile,Income Score,Employment Rank,Employment Decile,Employment Score,Education and Skills Rank,Education and Skills Decile,Health and Disability Rank,Health and Disability Decile,Crime Rank,Crime Decile,Barriers to Housing & Services Rank,Barriers to Housing & Services Decile,Living Environment Rank,Living Environment Decile,IDACI Rank,IDACI Decile,IDACI Score,IDAOPI Rank,IDAOPI Decile,IDAOPI Score
SW10 0BG,Live,E01002912,Kensington and Chelsea 020E E01002912,20040,7,23912,8,0.059,30223,10,0.032,20326,7,28540,9,16117,5,6649,3,2549,1,24884,8,0.064,16639,6,0.126
SW10 0BH,Live,E01002912,Kensington and Chelsea 020E E01002912,20040,7,23912,8,0.059,30223,10,0.032,20326,7,28540,9,16117,5,6649,3,2549,1,24884,8,0.064,16639,6,0.126
SW10 0BJ,Live,E01002912,Kensington and Chelsea 020E E01002912,20040,7,23912,8,0.059,30223,10,0.032,20326,7,28540,9,16117,5,6649,3,2549,1,24884,8,0.064,16639,6,0.126
SW10 0BL,Live,E01002912,Kensington and Chelsea 020E E01002912,20040,7,23912,8,0.059,30223,10,0.032,20326,7,28540,9,16117,5,6649,3,2549,1,24884,8,0.064,16639,6,0.126
SW10 0BN,Live,E01002840,Kensington and Chelsea 021A E01002840,4981,2,3109,1,0.273,4491,2,0.177,21689,7,19544,6,4782,2,2618,1,4131,2,2169,1,0.367,4362,2,0.308
SW10 0BP,Live,E01002840,Kensington and Chelsea 021A E01002840,4981,2,3109,1,0.273,4491,2,0.177,21689,7,19544,6,4782,2,2618,1,4131,2,2169,1,0.367,4362,2,0.308
SW10 0BQ,Live,E01002912,Kensington and Chelsea 020E E01002912,20040,7,23912,8,0.059,30223,10,0.032,20326,7,28540,9,16117,5,6649,3,2549,1,24884,8,0.064,16639,6,0.126
SW10 0BS,Live,E01002840,Kensington and Chelsea 021A E01002840,4981,2,3109,1,0.273,4491,2,0.177,21689,7,19544,6,4782,2,2618,1,4131,2,2169,1,0.367,4362,2,0.308
SW10 0BT,Live,E01002840,Kensington and Chelsea 021A E01002840,4981,2,3109,1,0.273,4491,2,0.177,21689,7,19544,6,4782,2,2618,1,4131,2,2169,1,0.367,4362,2,0.308
SW10 0BU,Live,E01002840,Kensington and Chelsea 021A E01002840,4981,2,3109,1,0.273,4491,2,0.177,21689,7,19544,6,4782,2,2618,1,4131,2,2169,1,0.367,4362,2,0.308
SW10 0BW,Live,E01002840,Kensington and Chelsea 021A E01002840,4981,2,3109,1,0.273,4491,2,0.177,21689,7,19544,6,4782,2,2618,1,4131,2,2169,1,0.367,4362,2,0.308
SW10 0BX,Live,E01002840,Kensington and Chelsea 021A E01002840,4981,2,3109,1,0.273,4491,2,0.177,21689,7,19544,6,4782,2,2618,1,4131,2,2169,1,0.367,4362,2,0.308
SW10 0BY,Live,E01002840,Kensington and Chelsea 021A E01002840,4981,2,3109,1,0.273,4491,2,0.177,21689,7,19544,6,4782,2,2618,1,4131,2,2169,1,0.367,4362,2,0.308
SW10 0BZ,Live,E01002840,Kensington and Chelsea 021A E01002840,4981,2,3109,1,0.273,4491,2,0.177,21689,7,19544,6,4782,2,2618,1,4131,2,2169,1,0.367,4362,2,0.308
SW10 0DA,Live,E01002840,Kensington and Chelsea 021A E01002840,4981,2,3109,1,0.273,4491,2,0.177,21689,7,19544,6,4782,2,2618,1,4131,2,2169,1,0.367,4362,2,0.308
SW10 0DB,Live,E01002840,Kensington and Chelsea 021A E01002840,4981,2,3109,1,0.273,4491,2,0.177,21689,7,19544,6,4782,2,2618,1,4131,2,2169,1,0.367,4362,2,0.308
SW10 0DE,Live,E01002840,Kensington and Chelsea 021A E01002840,4981,2,3109,1,0.273,4491,2,0.177,21689,7,19544,6,4782,2,2618,1,4131,2,2169,1,0.367,4362,2,0.308
SW10 0DF,Live,E01002840,Kensington and Chelsea 021A E01002840,4981,2,3109,1,0.273,4491,2,0.177,21689,7,19544,6,4782,2,2618,1,4131,2,2169,1,0.367,4362,2,0.308
SW10 0DG,Live,E01002840,Kensington and Chelsea 021A E01002840,4981,2,3109,1,0.273,4491,2,0.177,21689,7,19544,6,4782,2,2618,1,4131,2,2169,1,0.367,4362,2,0.308
SW10 0DH,Terminated,E01002842,Kensington and Chelsea 021C E01002842,2593,1,823,1,0.363,2197,1,0.222,15369,5,12016,4,8013,3,1747,1,7200,3,2517,1,0.354,403,1,0.54
SW10 0DJ,Live,E01002840,Kensington and Chelsea 021A E01002840,4981,2,3109,1,0.273,4491,2,0.177,21689,7,19544,6,4782,2,2618,1,4131,2,2169,1,0.367,4362,2,0.308
SW10 0DL,Live,E01002840,Kensington and Chelsea 021A E01002840,4981,2,3109,1,0.273,4491,2,0.177,21689,7,19544,6,4782,2,2618,1,4131,2,2169,1,0.367,4362,2,0.308
SW10 0DN,Live,E01002840,Kensington and Chelsea 021A E01002840,4981,2,3109,1,0.273,4491,2,0.177,21689,7,19544,6,4782,2,2618,1,4131,2,2169,1,0.367,4362,2,0.308
SW10 0DP,Terminated,E01002840,Kensington and Chelsea 021A E01002840,4981,2,3109,1,0.273,4491,2,0.177,21689,7,19544,6,4782,2,2618,1,4131,2,2169,1,0.367,4362,2,0.308
SW10 0DQ,Live,E01002840,Kensington and Chelsea 021A E01002840,4981,2,3109,1,0.273,4491,2,0.177,21689,7,19544,6,4782,2,2618,1,4131,2,2169,1,0.367,4362,2,0.308
SW10 0DR,Live,E01002840,Kensington and Chelsea 021A E01002840,4981,2,3109,1,0.273,4491,2,0.177,21689,7,19544,6,4782,2,2618,1,4131,2,2169,1,0.367,4362,2,0.308
SW10 0DS,Live,E01002842,Kensington and Chelsea 021C E01002842,2593,1,823,1,0.363,2197,1,0.222,15369,5,12016,4,8013,3,1747,1,7200,3,2517,1,0.354,403,1,0.54
SW10 0DT,Live,E01002840,Kensington and Chelsea 021A E01002840,4981,2,3109,1,0.273,4491,2,0.177,21689,7,19544,6,4782,2,2618,1,4131,2,2169,1,0.367,4362,2,0.308
SW10 0DU,Terminated,E01002843,Kensington and Chelsea 021D E01002843,3564,2,2637,1,0.287,2201,1,0.222,17581,6,7814,3,7629,3,3096,1,7515,3,6753,3,0.253,1406,1,0.427
SW10 0DW,Live,E01002840,Kensington and Chelsea 021A E01002840,4981,2,3109,1,0.273,4491,2,0.177,21689,7,19544,6,4782,2,2618,1,4131,2,2169,1,0.367,4362,2,0.308
SW10 0DX,Live,E01002842,Kensington and Chelsea 021C E01002842,2593,1,823,1,0.363,2197,1,0.222,15369,5,12016,4,8013,3,1747,1,7200,3,2517,1,0.354,403,1,0.54
SW10 0DY,Live,E01002842,Kensington and Chelsea 021C E01002842,2593,1,823,1,0.363,2197,1,0.222,15369,5,12016,4,8013,3,1747,1,7200,3,2517,1,0.354,403,1,0.54
SW10 0DZ,Live,E01002842,Kensington and Chelsea 021C E01002842,2593,1,823,1,0.363,2197,1,0.222,15369,5,12016,4,8013,3,1747,1,7200,3,2517,1,0.354,403,1,0.54
SW10 0EA,Live,E01002843,Kensington and Chelsea 021D E01002843,3564,2,2637,1,0.287,2201,1,0.222,17581,6,7814,3,7629,3,3096,1,7515,3,6753,3,0.253,1406,1,0.427
SW10 0EB,Live,E01002843,Kensington and Chelsea 021D E01002843,3564,2,2637,1,0.287,2201,1,0.222,17581,6,7814,3,7629,3,3096,1,7515,3,6753,3,0.253,1406,1,0.427
SW10 0ED,Live,E01002842,Kensington and Chelsea 021C E01002842,2593,1,823,1,0.363,2197,1,0.222,15369,5,12016,4,8013,3,1747,1,7200,3,2517,1,0.354,403,1,0.54
SW10 0EE,Live,E01002842,Kensington and Chelsea 021C E01002842,2593,1,823,1,0.363,2197,1,0.222,15369,5,12016,4,8013,3,1747,1,7200,3,2517,1,0.354,403,1,0.54
SW10 0EF,Live,E01002842,Kensington and Chelsea 021C E01002842,2593,1,823,1,0.363,2197,1,0.222,15369,5,12016,4,8013,3,1747,1,7200,3,2517,1,0.354,403,1,0.54
SW10 0EG,Live,E01002840,Kensington and Chelsea 021A E01002840,4981,2,3109,1,0.273,4491,2,0.177,21689,7,19544,6,4782,2,2618,1,4131,2,2169,1,0.367,4362,2,0.308
SW10 0EH,Live,E01002840,Kensington and Chelsea 021A E01002840,4981,2,3109,1,0.273,4491,2,0.177,21689,7,19544,6,4782,2,2618,1,4131,2,2169,1,0.367,4362,2,0.308
SW10 0EJ,Live,E01002842,Kensington and Chelsea 021C E01002842,2593,1,823,1,0.363,2197,1,0.222,15369,5,12016,4,8013,3,1747,1,7200,3,2517,1,0.354,403,1,0.54
SW10 0EL,Live,E01002843,Kensington and Chelsea 021D E01002843,3564,2,2637,1,0.287,2201,1,0.222,17581,6,7814,3,7629,3,3096,1,7515,3,6753,3,0.253,1406,1,0.427
SW10 0EN,Live,E01002843,Kensington and Chelsea 021D E01002843,3564,2,2637,1,0.287,2201,1,0.222,17581,6,7814,3,7629,3,3096,1,7515,3,6753,3,0.253,1406,1,0.427
SW10 0EP,Live,E01002842,Kensington and Chelsea 021C E01002842,2593,1,823,1,0.363,2197,1,0.222,15369,5,12016,4,8013,3,1747,1,7200,3,2517,1,0.354,403,1,0.54
SW10 0EQ,Live,E01002842,Kensington and Chelsea 021C E01002842,2593,1,823,1,0.363,2197,1,0.222,15369,5,12016,4,8013,3,1747,1,7200,3,2517,1,0.354,403,1,0.54
SW10 0ER,Live,E01002842,Kensington and Chelsea 021C E01002842,2593,1,823,1,0.363,2197,1,0.222,15369,5,12016,4,8013,3,1747,1,7200,3,2517,1,0.354,403,1,0.54
SW10 0ES,Live,E01002840,Kensington and Chelsea 021A E01002840,4981,2,3109,1,0.273,4491,2,0.177,21689,7,19544,6,4782,2,2618,1,4131,2,2169,1,0.367,4362,2,0.308
SW10 0ET,Live,E01002840,Kensington and Chelsea 021A E01002840,4981,2,3109,1,0.273,4491,2,0.177,21689,7,19544,6,4782,2,2618,1,4131,2,2169,1,0.367,4362,2,0.308
SW10 0EU,Terminated,E01002896,Kensington and Chelsea 020C E01002896,24135,8,29330,9,0.037,32380,10,0.018,26640,9,32790,10,12492,4,7968,3,4605,2,26533,9,0.055,22379,7,0.085
SW10 0EW,Live,E01002842,Kensington and Chelsea 021C E01002842,2593,1,823,1,0.363,2197,1,0.222,15369,5,12016,4,8013,3,1747,1,7200,3,2517,1,0.354,403,1,0.54
SW10 0EX,Live,E01002840,Kensington and Chelsea 021A E01002840,4981,2,3109,1,0.273,4491,2,0.177,21689,7,19544,6,4782,2,2618,1,4131,2,2169,1,0.367,4362,2,0.308
SW10 0EY,Live,E01002840,Kensington and Chelsea 021A E01002840,4981,2,3109,1,0.273,4491,2,0.177,21689,7,19544,6,4782,2,2618,1,4131,2,2169,1,0.367,4362,2,0.308
SW10 0EZ,Live,E01002840,Kensington and Chelsea 021A E01002840,4981,2,3109,1,0.273,4491,2,0.177,21689,7,19544,6,4782,2,2618,1,4131,2,2169,1,0.367,4362,2,0.308
SW10 0FB,Terminated,E01002896,Kensington and Chelsea 020C E01002896,24135,8,29330,9,0.037,32380,10,0.018,26640,9,32790,10,12492,4,7968,3,4605,2,26533,9,0.055,22379,7,0.085
SW10 0FD,Terminated,E01002842,Kensington and Chelsea 021C E01002842,2593,1,823,1,0.363,2197,1,0.222,15369,5,12016,4,8013,3,1747,1,7200,3,2517,1,0.354,403,1,0.54
SW10 0FE,Terminated,E01002896,Kensington and Chelsea 020C E01002896,24135,8,29330,9,0.037,32380,10,0.018,26640,9,32790,10,12492,4,7968,3,4605,2,26533,9,0.055,22379,7,0.085
SW10 0FF,Terminated,E01002842,Kensington and Chelsea 021C E01002842,2593,1,823,1,0.363,2197,1,0.222,15369,5,12016,4,8013,3,1747,1,7200,3,2517,1,0.354,403,1,0.54
SW10 0FG,Terminated,E01002896,Kensington and Chelsea 020C E01002896,24135,8,29330,9,0.037,32380,10,0.018,26640,9,32790,10,12492,4,7968,3,4605,2,26533,9,0.055,22379,7,0.085
SW10 0FH,Terminated,E01002842,Kensington and Chelsea 021C E01002842,2593,1,823,1,0.363,2197,1,0.222,15369,5,12016,4,8013,3,1747,1,7200,3,2517,1,0.354,403,1,0.54
SW10 0FJ,Terminated,E01002842,Kensington and Chelsea 021C E01002842,2593,1,823,1,0.363,2197,1,0.222,15369,5,12016,4,8013,3,1747,1,7200,3,2517,1,0.354,403,1,0.54
SW10 0FL,Terminated,E01002896,Kensington and Chelsea 020C E01002896,24135,8,29330,9,0.037,32380,10,0.018,26640,9,32790,10,12492,4,7968,3,4605,2,26533,9,0.055,22379,7,0.085
SW10 0FN,Terminated,E01002896,Kensington and Chelsea 020C E01002896,24135,8,29330,9,0.037,32380,10,0.018,26640,9,32790,10,12492,4,7968,3,4605,2,26533,9,0.055,22379,7,0.085
SW10 0FP,Terminated,E01002842,Kensington and Chelsea 021C E01002842,2593,1,823,1,0.363,2197,1,0.222,15369,5,12016,4,8013,3,1747,1,7200,3,2517,1,0.354,403,1,0.54
SW10 0FQ,Terminated,E01002842,Kensington and Chelsea 021C E01002842,2593,1,823,1,0.363,2197,1,0.222,15369,5,12016,4,8013,3,1747,1,7200,3,2517,1,0.354,403,1,0.54
SW10 0FR,Terminated,E01002896,Kensington and Chelsea 020C E01002896,24135,8,29330,9,0.037,32380,10,0.018,26640,9,32790,10,12492,4,7968,3,4605,2,26533,9,0.055,22379,7,0.085
SW10 0FS,Terminated,E01002842,Kensington and Chelsea 021C E01002842,2593,1,823,1,0.363,2197,1,0.222,15369,5,12016,4,8013,3,1747,1,7200,3,2517,1,0.354,403,1,0.54
SW10 0FT,Terminated,E01002842,Kensington and Chelsea 021C E01002842,2593,1,823,1,0.363,2197,1,0.222,15369,5,12016,4,8013,3,1747,1,7200,3,2517,1,0.354,403,1,0.54
SW10 0FU,Live,E01002913,Kensington and Chelsea 021E E01002913,16091,5,15370,5,0.107,20914,7,0.062,29324,9,29958,10,6980,3,5803,2,3690,2,14413,5,0.146,7270,3,0.244
SW10 0FW,Terminated,E01002842,Kensington and Chelsea 021C E01002842,2593,1,823,1,0.363,2197,1,0.222,15369,5,12016,4,8013,3,1747,1,7200,3,2517,1,0.354,403,1,0.54
SW10 0FX,Terminated,E01002896,Kensington and Chelsea 020C E01002896,24135,8,29330,9,0.037,32380,10,0.018,26640,9,32790,10,12492,4,7968,3,4605,2,26533,9,0.055,22379,7,0.085
SW10 0FY,Terminated,E01002842,Kensington and Chelsea 021C E01002842,2593,1,823,1,0.363,2197,1,0.222,15369,5,12016,4,8013,3,1747,1,7200,3,2517,1,0.354,403,1,0.54
SW10 0FZ,Terminated,E01002896,Kensington and Chelsea 020C E01002896,24135,8,29330,9,0.037,32380,10,0.018,26640,9,32790,10,12492,4,7968,3,4605,2,26533,9,0.055,22379,7,0.085
SW10 0GA,Terminated,E01002842,Kensington and Chelsea 021C E01002842,2593,1,823,1,0.363,2197,1,0.222,15369,5,12016,4,8013,3,1747,1,7200,3,2517,1,0.354,403,1,0.54
SW10 0GB,Terminated,E01002896,Kensington and Chelsea 020C E01002896,24135,8,29330,9,0.037,32380,10,0.018,26640,9,32790,10,12492,4,7968,3,4605,2,26533,9,0.055,22379,7,0.085
SW10 0GD,Terminated,E01002896,Kensington and Chelsea 020C E01002896,24135,8,29330,9,0.037,32380,10,0.018,26640,9,32790,10,12492,4,7968,3,4605,2,26533,9,0.055,22379,7,0.085
SW10 0GE,Terminated,E01002896,Kensington and Chelsea 020C E01002896,24135,8,29330,9,0.037,32380,10,0.018,26640,9,32790,10,12492,4,7968,3,4605,2,26533,9,0.055,22379,7,0.085
SW10 0GF,Terminated,E01002842,Kensington and Chelsea 021C E01002842,2593,1,823,1,0.363,2197,1,0.222,15369,5,12016,4,8013,3,1747,1,7200,3,2517,1,0.354,403,1,0.54
SW10 0GG,Terminated,E01002896,Kensington and Chelsea 020C E01002896,24135,8,29330,9,0.037,32380,10,0.018,26640,9,32790,10,12492,4,7968,3,4605,2,26533,9,0.055,22379,7,0.085
SW10 0GH,Terminated,E01002896,Kensington and Chelsea 020C E01002896,24135,8,29330,9,0.037,32380,10,0.018,26640,9,32790,10,12492,4,7968,3,4605,2,26533,9,0.055,22379,7,0.085
SW10 0GJ,Terminated,E01002896,Kensington and Chelsea 020C E01002896,24135,8,29330,9,0.037,32380,10,0.018,26640,9,32790,10,12492,4,7968,3,4605,2,26533,9,0.055,22379,7,0.085
SW10 0GL,Terminated,E01002896,Kensington and Chelsea 020C E01002896,24135,8,29330,9,0.037,32380,10,0.018,26640,9,32790,10,12492,4,7968,3,4605,2,26533,9,0.055,22379,7,0.085
SW10 0GN,Terminated,E01002896,Kensington and Chelsea 020C E01002896,24135,8,29330,9,0.037,32380,10,0.018,26640,9,32790,10,12492,4,7968,3,4605,2,26533,9,0.055,22379,7,0.085
SW10 0GP,Terminated,E01002842,Kensington and Chelsea 021C E01002842,2593,1,823,1,0.363,2197,1,0.222,15369,5,12016,4,8013,3,1747,1,7200,3,2517,1,0.354,403,1,0.54
SW10 0GQ,Terminated,E01002896,Kensington and Chelsea 020C E01002896,24135,8,29330,9,0.037,32380,10,0.018,26640,9,32790,10,12492,4,7968,3,4605,2,26533,9,0.055,22379,7,0.085
SW10 0GR,Terminated,E01002896,Kensington and Chelsea 020C E01002896,24135,8,29330,9,0.037,32380,10,0.018,26640,9,32790,10,12492,4,7968,3,4605,2,26533,9,0.055,22379,7,0.085
SW10 0GS,Terminated,E01002896,Kensington and Chelsea 020C E01002896,24135,8,29330,9,0.037,32380,10,0.018,26640,9,32790,10,12492,4,7968,3,4605,2,26533,9,0.055,22379,7,0.085
SW10 0GT,Terminated,E01002896,Kensington and Chelsea 020C E01002896,24135,8,29330,9,0.037,32380,10,0.018,26640,9,32790,10,12492,4,7968,3,4605,2,26533,9,0.055,22379,7,0.085
SW10 0GU,Terminated,E01002896,Kensington and Chelsea 020C E01002896,24135,8,29330,9,0.037,32380,10,0.018,26640,9,32790,10,12492,4,7968,3,4605,2,26533,9,0.055,22379,7,0.085
SW10 0GW,Terminated,E01002896,Kensington and Chelsea 020C E01002896,24135,8,29330,9,0.037,32380,10,0.018,26640,9,32790,10,12492,4,7968,3,4605,2,26533,9,0.055,22379,7,0.085
SW10 0GX,Terminated,E01002896,Kensington and Chelsea 020C E01002896,24135,8,29330,9,0.037,32380,10,0.018,26640,9,32790,10,12492,4,7968,3,4605,2,26533,9,0.055,22379,7,0.085
SW10 0GY,Terminated,E01002896,Kensington and Chelsea 020C E01002896,24135,8,29330,9,0.037,32380,10,0.018,26640,9,32790,10,12492,4,7968,3,4605,2,26533,9,0.055,22379,7,0.085
SW10 0GZ,Terminated,E01002896,Kensington and Chelsea 020C E01002896,24135,8,29330,9,0.037,32380,10,0.018,26640,9,32790,10,12492,4,7968,3,4605,2,26533,9,0.055,22379,7,0.085
SW10 0HA,Live,E01002840,Kensington and Chelsea 021A E01002840,4981,2,3109,1,0.273,4491,2,0.177,21689,7,19544,6,4782,2,2618,1,4131,2,2169,1,0.367,4362,2,0.308
SW10 0HB,Terminated,E01002842,Kensington and Chelsea 021C E01002842,2593,1,823,1,0.363,2197,1,0.222,15369,5,12016,4,8013,3,1747,1,7200,3,2517,1,0.354,403,1,0.54
SW10 0HD,Live,E01002840,Kensington and Chelsea 021A E01002840,4981,2,3109,1,0.273,4491,2,0.177,21689,7,19544,6,4782,2,2618,1,4131,2,2169,1,0.367,4362,2,0.308
SW10 0HE,Live,E01002843,Kensington and Chelsea 021D E01002843,3564,2,2637,1,0.287,2201,1,0.222,17581,6,7814,3,7629,3,3096,1,7515,3,6753,3,0.253,1406,1,0.427
SW10 0HF,Live,E01002843,Kensington and Chelsea 021D E01002843,3564,2,2637,1,0.287,2201,1,0.222,17581,6,7814,3,7629,3,3096,1,7515,3,6753,3,0.253,1406,1,0.427
SW10 0HH,Live,E01002912,Kensington and Chelsea 020E E01002912,20040,7,23912,8,0.059,30223,10,0.032,20326,7,28540,9,16117,5,6649,3,2549,1,24884,8,0.064,16639,6,0.126
SW10 0HJ,Live,E01002911,Kensington and Chelsea 019D E01002911,21556,7,31634,10,0.025,32587,10,0.015,31434,10,32824,10,6974,3,10121,4,1161,1,31459,10,0.024,28176,9,0.055
SW10 0HL,Live,E01002911,Kensington and Chelsea 019D E01002911,21556,7,31634,10,0.025,32587,10,0.015,31434,10,32824,10,6974,3,10121,4,1161,1,31459,10,0.024,28176,9,0.055
SW10 0HN,Live,E01002911,Kensington and Chelsea 019D E01002911,21556,7,31634,10,0.025,32587,10,0.015,31434,10,32824,10,6974,3,10121,4,1161,1,31459,10,0.024,28176,9,0.055
SW10 0HP,Live,E01002911,Kensington and Chelsea 019D E01002911,21556,7,31634,10,0.025,32587,10,0.015,31434,10,32824,10,6974,3,10121,4,1161,1,31459,10,0.024,28176,9,0.055
SW10 0HR,Live,E01002911,Kensington and Chelsea 019D E01002911,21556,7,31634,10,0.025,32587,10,0.015,31434,10,32824,10,6974,3,10121,4,1161,1,31459,10,0.024,28176,9,0.055
SW10 0HS,Live,E01002911,Kensington and Chelsea 019D E01002911,21556,7,31634,10,0.025,32587,10,0.015,31434,10,32824,10,6974,3,10121,4,1161,1,31459,10,0.024,28176,9,0.055
SW10 0HT,Live,E01002911,Kensington and Chelsea 019D E01002911,21556,7,31634,10,0.025,32587,10,0.015,31434,10,32824,10,6974,3,10121,4,1161,1,31459,10,0.024,28176,9,0.055
SW10 0HU,Live,E01002911,Kensington and Chelsea 019D E01002911,21556,7,31634,10,0.025,32587,10,0.015,31434,10,32824,10,6974,3,10121,4,1161,1,31459,10,0.024,28176,9,0.055
SW10 0HX,Live,E01002911,Kensington and Chelsea 019D E01002911,21556,7,31634,10,0.025,32587,10,0.015,31434,10,32824,10,6974,3,10121,4,1161,1,31459,10,0.024,28176,9,0.055
SW10 0HY,Live,E01002911,Kensington and Chelsea 019D E01002911,21556,7,31634,10,0.025,32587,10,0.015,31434,10,32824,10,6974,3,10121,4,1161,1,31459,10,0.024,28176,9,0.055
SW10 0HZ,Live,E01002911,Kensington and Chelsea 019D E01002911,21556,7,31634,10,0.025,32587,10,0.015,31434,10,32824,10,6974,3,10121,4,1161,1,31459,10,0.024,28176,9,0.055
SW10 0JA,Live,E01002911,Kensington and Chelsea 019D E01002911,21556,7,31634,10,0.025,32587,10,0.015,31434,10,32824,10,6974,3,10121,4,1161,1,31459,10,0.024,28176,9,0.055
SW10 0JB,Live,E01002911,Kensington and Chelsea 019D E01002911,21556,7,31634,10,0.025,32587,10,0.015,31434,10,32824,10,6974,3,10121,4,1161,1,31459,10,0.024,28176,9,0.055
SW10 0JD,Live,E01002911,Kensington and Chelsea 019D E01002911,21556,7,31634,10,0.025,32587,10,0.015,31434,10,32824,10,6974,3,10121,4,1161,1,31459,10,0.024,28176,9,0.055
